monocrome display,एकवर्णी प्रदर्श,,
monolithic integrated circuit,अखंड एकीकृत परिपथ,,
monolithic technology,एकाश्म प्रौद्योगिकी,,
monospace font,एकल स्थल फॉन्ट,,
Monostable,एक स्थितिक,,
Monotoricity,एकदिष्टता,,
Morph,"1.आकार, 2.रूप",,
Morpheme,रुपिम,,
Morphism,आकारिता,,
Mortgage,"1.गिरवी, 2.बंधक, रेहन",,
mosfet (MOSFET),मौसफेट (एम ओ एस एफ ई टी),,
most significant bit,"1.सार्थकतम द्विअंक, 2.सार्थकतम बिट",,
mother board,मदर बोर्ड,,
mother register,मदर पंजी,,
motion picture,चलचित्र,,
motion picture experts group (MPEG),चलचित्र विशेषज्ञ समूह (एम पी ई जी),,
Mount,आरोह,,
Mouse,"1.मूषक, 2.माउस",,
Move,"1.चल, 2.विस्थापन",,
move character,चल संप्रतीक,,
MS-DOS,एम एस-डॉस,,
MS-Windows,एम एस-विंडोज,,
multi aspect,बहु अभिमुखता,,
multi processor,बहु प्रक्रमक,,
multi programming,"1.बहुक्रमादेशन, 2.बहुप्रोग्रामन",,
multi tasking,बहुकार्यण,,
Multibus,बहुबस,,
Multicast,बहुप्रसारण,,
multicast address,बहुरुपीय पता,,
Multicasting,बहुप्रसारण,,
Multichip,बहुचिप,,
Multics,मल्टिक्स,,
multijob operation,बहु-कार्य प्रचालन,,
multilevel memory,"1.बहुस्तर स्मृति,2. बहुस्तर मेमोरी",,
multimedia technology,"1.बहमाध्यम प्रौद्योगिकी, 2.मल्टीमीडिया प्रौदयोगिकी",,
Multimode,बहुविधा,,
Multiple,बहु,,
multiple precision,"1.परिशुद्ध, 2.बहु सुनिश्चितता",,
multiple regression,बहु प्रतिगमन,,
Multiplex,"1.मल्टीप्लेक्स, 2.बहुसंकेत",,
multiplex mode,बहुसंकेत विधा,,
Multiplexer,बहुसंकेतक,,
Multiplexing,"1.बहुसंकेतन, 2.बहुभाजन",,
multipoint network,बहुबिंदु नेटवर्क,,
Multiprocessing,बहु प्रक्रमण,,
multiprocessor system,बहु प्रक्रमक तंत्र,,
multipurpose internet mail extention (MIME),बहुउद्देशीय इंटरनेट मेल विस्तार (एम आई एम ई),,
Multischedule,बनियोजन,,
Multistation,बहुकेंद्र,,
Multithreading,बहुसूत्रण,,
multivalued logic,बहुमानिक तर्क,,
multivariate analysis,बहुचर विश्लेषण,,
Multivibrator,बहुकंपित्र,,
mutual exclusion,"1.पारस्परिक बहिष्करण, 2.पारस्परिक अपवर्जन",,
mutual information,परस्पर सूचना,,
naïve user,"1.नौसिखिया, 2.सहज प्रयोक्ता",,
name server,"1.नाम परिसेवक, 2.नाम सर्वर",,
NAND operation,नैंड संक्रिया,,
Nano,नैनो,,
narrow band,"संकीर्ण बैंड, संकीर्ण पट्टी",,
national information infrastructure,राष्ट्रीय सूचना अवसंरचना,,
National Information Standards Organization (NAND NISO),राष्ट्रीय सूचना मानक संगठन (अँड एन आई एस ओ),,
native code,प्राकृत कोड,,
native compiler,"1.प्राकृत अनुभाषक, 2.प्राकृत क्रमादेशातंरक, 3.प्राकृत सकूलक",,
native software,प्राकृत सॉफ्टवेयर,,
natural compiler,प्राकृत संकलक,,
natural language processing,प्राकृतिक भाषा प्रक्रमन,,
natural language querry,प्राकृतिक भाषा पृच्छा,,
natural number,"1.प्राकृत संख्या, 2.धन पूर्णांक",,
Navigation,संचालन,,
Navigator,संचालक,,
negative logic,विलोम तर्क,,
nested loop,"1.नीड़इत लूप,2.प्रविष्ट पाश",,
nested macros,"1.नीड़इत स्थूल,2.नीड़इत स्थूलक",,
Net,"नेट, जाल",,
net address,"1.जाल पता, 2.नेट पता",,
net citizen,"1.जाल नागरिक, 2.नेट सिटीजन",,
netscape navigator,नेटस्केप नेविगेटर,,
network access control,नेटवर्क अभिगम नियंत्रण,,
network architecture,"1.जालक्रम वास्तुकला, 2.जालक्रम संरचना",,
network file system (NFS),नेटवर्क संचिका तंत्र (एन एफ एस),,
network integrity,"1.नेटवर्क समेकता,2.नेट वर्क अखंडता",,
network interconnection,नेटवर्क अंत:संबंधन,,
network layer,जालक्रम लेयर,,
network management,नेटवर्क प्रबंधन,,
network topology,नेटवर्क सांस्थितिकी,,
network virtual terminal,नेटवर्क कल्पित टर्मिनल,,
neutral relay,न्यूट्रल रिले,,
neutral transmission,न्यूट्रल संचरण,,
new line character,नव पंक्ति संप्रतीक,,
new sync,"1.नव सिंक,2. नव तुल्यकाल",,
NFS/network file,"1.एन एफ एस, 2.जालक्रम संचिका",,
Nibble,"1.चतुष्वयंक, 2.चतुःबिट, 3.निबल",,
nine's complement,नव पूरक,,
Node,आसंधि,,
Noise,रव,,
noise mode,रव विधा,,
noiseless coding,रवहीन कूटलेखन,,
non determinism,अनियतता,,
non distributive,अवितरक,,
non empty set,अरिक्त समुच्चय,,
non prime,भाज्य,,
Non-interactive,अन्योन्यक्रियाहीन,,
non-terminal system,"1.अनंतक तंत्र, 2.टर्मिनल रहित तंत्र",,
non-volatile memory,"1.अह्रासी स्मृति, 2.अह्रासी मेमोरी",,
non-volatile ram,अह्रासी रैम,,
non-weighted code,"1.अभारित कूट, 2.अभारित कोड",,
NOP instruction,एन ओ पी (संक्रियाहीन) अनुदेश,,
NOR,नॉर,,
NOR gate,"1.नॉर गेट, 2.नॉर द्वार",,
Normal,"1.सामान्य, 2.सरल",,
Normalization,प्रसामान्यीकरण,,
Normalizer,प्रसामान्यक,,
NOR-operation,नॉर संक्रिया,,
NOT,नॉट,,
NOT circuit,नॉट परिपथ,,
NOT equivalence gate,नॉट तुल्यता द्वार,,
NOT operation,"1.नॉट संक्रिया, 2.पूरक संक्रिया",,
Not-AND,नॉट-एंड,,
NOT-AND operation,नाट-एंड संक्रिया,,
NOT-OR,नॉट-ऑर,,
NOT-OR operation,नॉट-ऑर संक्रिया,,
NP completeness,एन पी संपूर्णता,,
NULL pointer,रिक्ति सूचक,,
number theory,संख्या सिद्धांत,,
nyquist criteria,नाइक्विस्ट कसौटी,,
Object,"1.वस्तु, 2.उद्देश्य, 3.लक्ष्य",,
object oriented,लक्ष्योन्मुखी,,
octal code,"1.अष्टाधारी कूट, 2.अष्टाधारी कोड",,
octal number,अष्टाधारी संख्या,,
Octet,आकटेट,,
Octree,ऑकट्री,,
odd parity,विषम समता,,
office automation,कार्यालय स्वचालन,,
office software,आफिस सॉफ्टवेयर,,
Off-line,"1.ऑफ लाइन, 2.लाइन-इतर",,
off-line processing,"1.लाइनेतर प्रक्रमण, 2.ऑफलाइन प्रक्रमण",,
Off-set,"1.ऑफसेट, 2.अंतलंब",,
omega notation,ओमेगा संकेतन,,
on-line communication,आन लाइन संचार,,
on-line processing,"1.आन-लाइन प्रक्रमण,2. युगपत प्रक्रमण",,
OP register,संक्रिया पंजी,,
open addressing,विवृत पताभिगमन,,
open system interconnection,अनावृत तंत्र अन्त: संबंधन,,
open wire,"1.नग्न तार, 2.खुला तार",,
Operand,संकार्य,,
operating system,प्रचालन तंत्र,,
Operation,"1.संक्रिया, 2.प्रचालन",,
Operator,"1.प्रचालक, 2.संकारक, 3.संक्रियक",,
optical character recognition,प्रकाशिक संप्रतीक अभिज्ञान,,
optical fibre,"1.प्रकाशिक फाइबर, 2.प्रकाशिक तंतु",,
optical font,प्रकाशिक फोंट,,
optical mark recognition (OMR),प्रकाशीय चिन्ह अभिज्ञान (ओ एम आर),,
optical memory,"1.प्रकाशिक स्मृति, 2.प्रकाशिक मेमोरी",,
optical reader,प्रकाशिक पाठक,,
optical scanning,"1.प्रकाशिक क्रमवीक्षण, 2.प्रकाशिक स्केनिंग",,
Optimal,"1.ऐच्छिक, 2.वैकल्पिक",,
Optimization,इष्टतमीकरण,,
opto coupler,प्रकाशीय युग्मक,,
Optoelectronics,ऑप्टोइलेक्ट्रॉनिकी,,
Optoisolator,"1.प्रकाशीय पृथक्कारक, 2.प्रकाशीय विलगक",,
OR,ऑर,,
OR gate,ऑर द्वार,,
OR operation,ऑर संक्रिया,,
order by,क्रमानुसार,,
order of precedence,अग्रता-क्रम,,
ordered pair,क्रमित युग्म,,
ordered set,क्रमित समुच्चय,,
ordered tree,क्रमित वृक्ष,,
output data,निर्गम आंकड़ए,,
output device,निर्गम युक्ति,,
output file,निर्गम संचिका,,
output module,"1.निर्गम माड्यूल, 2.निर्गम अनुखंड",,
output statement,निर्गम कथन,,
output stream,निर्गम धारा,,
output unit,निर्गम एकक,,
over flow,अधिप्रवाह,,
over lay,उपरिशायी,,
over load,अधिभार,,
over printing,अधिमुद्रण,,
over run,अधिवहित,,
over run error,अधिवहित त्रुटि,,
overhead bit,"1.उपरि द्वयंक, 2.ऊपरि बिट",,
Overlap,अधिव्याप,,
overlay program,उपरिशायी क्रमादेश,,
override interrupt,अधिवहित आंतरायन,,
Overwrite,अतिलेखन,,
own coding,निजी कूटलेखन,,
Pack,संकुल,,
Package,"1.पैकेज,2.संकुल",,
Packet,पैकेट,,
packet switching,पैकेट स्विचन,,
packing factor,संकुलनांक,,
Padding,पैडन,,
Page,पृष्ठ,,
page addressing,पृष्ठ पताभिगमन,,
page break,पृष्ठांतर,,
page footing,"1.पृष्ठांत, 2.पृष्ठफुटिंग",,
page in,पृष्ठ प्रवेश,,
page out,पृष्ठ निर्गम,,
page reader,पृष्ठ पाठक,,
page swap,पृष्ठ गमागम,,
paged memory,"1.पृष्ठित स्मृति, 2.पृष्ठांकित",,
Paging,"1.स्मृति पृष्ठन, 2.पृष्ठीकरण",,
palm top,पामटॉप,,
paper sensor,कागज संवेदक,,
parallel algoritham,"1.समांतर कलनविधि, 2.समांतर एल्गोरिथ्म",,
parallel computer,समांतर कंप्यूटर,,
parallel interface,समांतर अंतरापृष्ठ,,
parallel port,समांतर संवार,,
parallel processing,समांतर प्रक्रमण,,
parallel programming,समांतर प्रोग्रामन,,
Parameter,प्राचल,,
Parent,"1.मूल, 2.जनक",,
Parity,समता,,
parse tree,पदविच्छेदन वृक्ष,,
Parser,पद व्याख्याकार,,
Parsing,पद विच्छेदन,,
Partition,विभाजन,,
Partitioning,विभाजन,,
Password,"1.पासवर्ड, 2.पारण शब्द",,
Path,पथ,,
pattern recognition,प्रतिरूप अभिज्ञान,,
PC-disk operating system (PCDOS),पी.सी. डिस्क आपरेटिंग सिस्टम (पीसीडॉस ),,
Peer,मित्र समूह,,
pen plotter,पैन आलेखक,,
Pentium,पेंटियम,,
Periodic,"1.आवधिक, 2.आवर्ती",,
Peripherals,"1.परिधिकाएँ, 2.पेरिफिरल",,
Peri,पर्ल,,
permanent virtual circuit,स्थायी आभासी परिपथ,,
Persistant,सतत्,,
personel computer (PC),पर्सनल कंप्यूटर (पी सी),,
personnel digital assistant (PDA),निजी अंकीय सहायक (पी डी ए),,
Phantom,"फैंटम, आभासी",,
Phase,"1. प्रावस्था, 2. फेज, कला",,
Phoneme,ध्वनिम,,
phonetic system,ध्वनीय तंत्र,,
photo diode,फोटो डायोड,,
Physical,"1.भौतिक,2.वाह्य",,
physical interface,भौतिक अंतरापृष्ट,,
Pico,पीको,,
pie chart,पाई चार्ट,,
pie graph,"1.पाइ ग्राफ, 2.पाइ ग्राफ",,
Pitch,अंतराल,,
Pixel,पिक्सेल,,
plain ascii (ASCII),सरल आस्की,,
plain text,सामान्य टेक्सट,,
Planning,योजना,,
Platform,"मंच, प्लेटफार्म",,
Plotter,आलेखक,,
plotting head,आलेखन शीर्ष,,
Plugboard,प्लगबोर्ड,,
Point,बिद,,
point to point protocol (PPP),स्थल से स्थल प्रोटोकॉल (पी पी पी),,
Pointer,सूचक,,
Polarization,ध्रुवीकरण,,
Polling,क्रमचयन,,
polygon clipping,बहुभुज कर्तन,,
Polymorphism,बहुरुपता,,
Polynomial,बहुपदीय,,
POP (post office protocol),पी ओ पी (डाकघर प्रोटोकॉल),,
Pop-up menu,"1.पाप-अप मेनू, 2.प्रकटित मेनू",,
Portability,सुवाह्यता,,
Portrait,सचित्र,,
post order,क्रमोत्तर,,
post script,"1.पश्चलेख, 2.पश्च लिपि",,
postamble bit,पश्च बिट,,
Postfix,अनुलग्न,,
power down,बंद करना,,
Power-off,अविद्युत,,
Power-on,सविद्युत,,
Power-up,शक्ति प्रापक,,
preamble bit,पूर्व गति बिट,,
precedance graph,पूर्ववर्तिता आलेख,,
Predicate,विधेय,,
preemptive scheduling,रिक्तिपूर्व अनुसूचन,,
Pre-fix,पूर्वलग्न,,
Preprocessing,पूर्वप्रक्रमण,,
Process,प्रक्रम,,
process switch,प्रक्रम स्विच,,
Processing,प्रक्रमण,,
Processor,प्रक्रमक,,
Production,उत्पादन,,
Program,"1.क्रमादेश, 2.प्रोग्राम",,
program compilation,प्रोग्राम अनुभाषण,,
Program cash,प्रोग्राम भंग,,
program debugging,प्रोग्राम दोषमार्जन,,
program design,प्रोग्राम अभिकल्प,,
program evaluation & review technique (PERT),"प्रोग्राम मूल्यांकन समीक्षा तकनीक (पर्ट, पी ई आर टी)",,
program halt,प्रोग्राम विराम,,
program library,"1.प्रोग्राम लाइब्रेरी, 2.प्रोग्राम संग्रह",,
program run,प्रोग्राम चलन,,
Programmer,"1.क्रमादेशक, 2.प्रोग्रामक",,
Prolog,प्रोलॉग,,
PROM,पी-रॉम,,
Propagation,"1.संचरण, 2.प्रवर्धन",,
Proposition,साध्य,,
protected key,संरक्षित कुंजी,,
Protection,संरक्षण,,
Protocol,प्रोटोकॉल,,
protocol translation,"1.प्रोटोकॉल अंतरण, 2.प्रोटोकॉल अनुवाद, 3.प्रोटोकॉल अनुभाषण",,
pseudo code,छद्म कोड,,
public data network,"1.सार्वजनिक डाटा, 2.सार्वजनिक आंकड़आ जालक्रम",,
public domain,"1.सार्वजनिक डॉमेन,2.सार्वजनिक प्रक्षेत्र",,
public key encripting,सार्वजनिक कुंजी गूढलेखन,,
Pulse,स्पंद,,
pulse code modulation,स्पंद कोड मॉडुलन,,
pulse digital modulation (PDM),पल्स डिजीटल माडुलेशन (पी डी एम),,
pulse train,स्पंदावली,,
Punctuation,विराम चिन्ह,,
Push,"दाब, भरण",,
push down automata,अधोभरण ऑटोमेटा,,
pushup list,ऊर्ध्वभरण सूची,,
quad density,चतुर्घनत्व,,
Qualification,"1.अर्हता, 2.योग्यता",,
Quantifier,परिमाणक,,
Quantize,क्वांटीकृत करना,,
Quantizer,क्वाटीकारक,,
Quantum,क्वांटम,,
quantum clock,क्वांटम कालद,,
quantum computing,"1.क्वांटम कप्युटन, 2.क्वांटम अभिकलन",,
querry by example,उदाहरणगत पृच्छा,,
Query,"1.पूछताछ, 2.पृच्छा",,
query language,पृच्छा भाषा,,
query processing,पृच्छा प्रक्रमण,,
Queue,पंक्ति,,
queue management,पंक्ति प्रबंधन,,
queue register,पंक्ति पंजी,,
queuing network,"1.पंक्ति नेटवर्क, 2.पंक्ति जालक्रम",,
queuining theory,पंक्ति सिद्धांत,,
quick acess memory,द्रुत अभिगम स्मृति,,
Quotient,भागफल,,
radio frequency interference (RFI),रेडियो आवृत्ति व्यतिकरण (आर एफ आई),,
Radix,मूलांक,,
random access computer equipment (RACE),यादृच्छिक अभिगम कंप्यूटर उपस्कर (आर ए सी ई),,
random access memory (RAM),यादृच्छिक अभिगम मेमोरी (रैम),,
random scan,यादृच्छिक क्रमवीक्षण,,
Raster,"1.रैस्टर, 2.रेखापुंज",,
raster scan,रैस्टर क्रमवीक्षण,,
re engineering,पुन:अभियांत्रिकी,,
re enlargement,पुनर्वर्धन,,
Reachability,"1.अभिगम्यता, 2.गम्यता",,
Read,पठन,,
read head,पठन शीर्ष,,
read only,"1.केवल पठनीय, 2.पठन मात्र",,
read only memory,"1.पठन मात्र स्मृति, 2.पठन मात्र मेमोरी",,
read write head,पठन लेखन शीर्ष,,
read/write cycle,"1.पठन चक्र, 2.लेखन चक्र",,
read/write head,"1.पठन चक्र, 2.लेखन शीर्ष",,
read/write,"1.मेमोर्य्पठन, 2.लेखन स्मृति",,
Reader,पाठक,,
reading,"पठन, पाठन",,
read-out,"1.रीड आउट, 2.पठनोत्तर",,
real,तिमेवास्तविक काल,,
real time processing,"1.सद्य अनुक्रिया प्रक्रमण,2.तुरंत अनुक्रिया प्रक्रमण",,
Receiver,अभिग्राही,,
recognition logic,अभिज्ञान तर्क,,
Recompile,पुन: क्रमादेश अंतरण,,
Record,अभिलेख,,
recording head,"1.अभिलेखी शीर्ष, 2.रिकार्डिंग हेड",,
recoverable error,सुधार योग्य त्रुटि,,
Recovery,पूर्ति,,
recursim theorem,पुनरावर्तन प्रमेय,,
Recursion,पुनरावर्तन,,
recursive function,पुनरावर्ती फलन,,
reduced instruction set computer (RISC),लघुकृत अनुदेश समुच्चय कंप्यूटर (रिसक),,
Redundancy,अतिरेकता,,
redundant array of independent disks (RAID),"1.स्वतंत्र चक्रिका, 2.डिस्कों की अतिरिक्त सरणी (रेड)",,
Re-entrant,पुन:प्रवेशी,,
re-entrant code,पुन:प्रवेशी कूट,,
Reference,संदर्भ,,
referential integrity,संदर्भिक समग्रता,,
Reflectivity,परावर्तकता,,
Reflextion,परावर्तन,,
Refraction,अपवर्तन,,
Refresh,पुनश्चर्या,,
Regeneration,पुनर्जनन,,
Register,पंजी,,
regular grammar,नियमित व्याकरण,,
Relation,संबंध,,
relational database,संबंधपरक डेटाबेस,,
relational database management system (RDBMS),संबंधपरक डाटाबेस प्रबंधन तंत्र (आर डी बी एम एस),,
relational model,संबंधपरक निदर्श,,
Relative,"1.सापेक्ष, 2.आपेक्षिक",,
relative addressing,आपेक्षिक पताभिगमन,,
Relay,"1.रिले, 2.प्रतिसारण",,
reliability modeling,विश्वसनीयता निदर्शन,,
Reliable,विश्वसनीय,,
relocatable code,"1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ",,
Remote,सुदूर,,
remote host,सुदूर पोषक,,
remote job entry,सुदूर कार्य प्रविष्टी,,
remote log-in,"1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन",,
remote procedure call (RPC),सुदूर प्रक्रिया आह्वान (आर पी सी),,
remote sensing,सूदूर संवेदन,,
Rename,पुन: नामकरण,,
Rendering,"1.प्रतिपादन,2.समर्पण",,
Repeater,पुनरावर्तक,,
Reply,उत्तर,,
Request,"1.अनुरोध, 2.निवेदन",,
request for comments (RFC),टिप्पणी अनुरोध (आर एफ सी),,
request/reply protocol,"1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल",,
rerun program,पुनरावर्ती प्रोग्राम,,
Research,अनुसंधान,,
reset cycle,पुन:स्थाप चक्र,,
Resident,स्मृतिवासी,,
Resolution,विभेदन,,
Resources,संसाधन,,
responsee time,अनुक्रिया काल,,
Restart,"1.पुन: प्रवर्तन, 2.पुन: आरंभ",,
Restore,पुन: भंडारण,,
Retrace,पुन: अनुरेख,,
Retransmission,"1.पुन: प्रेषण, 2.पुन: संचार",,
Retrieve,पुन: प्राप्ति,,
Retry,पुन: प्रयास,,
Return,"1.प्रतिगमन, 2.वापसी",,
return code,प्रतिगमन कूट,,
return key,प्रतिगमन कुंजी,,
reusable code,पुन: प्रयोज्य कोड,,
Rewritable,पुन: लेखनीय,,
RGB monitor,आर जी बी मॉनीटर,,
Ribbon,रिबन,,
right issue,अधिकारिक इश्यू,,
Robot,"1.रोबोट, 2.यंत्रमानव, 3.यांत्रव",,
Robotics,"1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान",,
Robust,"हष्ट-पुष्ट, सुदृड़",,
Role,भूमिका,,
roll back,पुन: वेल्लन,,
roll in,अन्तर्वेल्लन,,
roll out,बहिर्बेल्लन,,
ROM,"1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)",,
Root,मूल,,
root directory,मूल निर्देशिका,,
round of error,संनिकटन त्रुटि,,
Router,"1.रूटर,2.अनुमार्गक",,
Routing,"मार्गाभिगमन, अनुमार्गण",,
RS232C interface,आर एस 232 सी अंतरापृष्ट,,
RSA encryption,आर एस ए गूढलेखन,,
RTC,आर टी सी,,
run length encoding,कार्यविस्तार कोडन,,
run time,कार्यावधि,,
run time error,कार्यावधि त्रुटि,,
Sample,"1.प्रतिदर्श, 2.नमूना",,
Sampling,प्रतिचयन,,
Satellite,"1.उपग्रह, 2.सेटेलाइट",,
Saturating,संत्रिप्तन,,
Save,सुरक्षित करो,,
Scalability,"1.मापनीयता, 2.मापक्रमणीयता",,
Scalar,अदिश,,
Scanning,क्रमवीक्षण,,
Scenario,परिदृश्य,,
Scheduler,अनुसूचक,,
screen image projector,स्क्रीन प्रतिबिंब प्रक्षेपक,,
Script,लिपि,,
scripting language,लिपिकरण भाषा,,
Scrolling,"1.कुंडलन, 2.स्क्रॉलन",,
SDLC (sychronous data link control),तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी ),,
Search,"1.अन्वेषण, 2.खोज",,
search engine,खोज इंजन,,
search tree,खोज वृक्ष,,
Searching,"1.अन्वेषण, 2.खोजना",,
Secondary,दवितीयक,,
Sector,"1.सेक्टर, 2.खंड",,
security policy,सुरक्षा नीति,,
seek time,खोज अवधि,,
Segment,"1.अनुभाग, 2.खंड",,
Segmentation,"1.खण्डन, 2.खण्डीकरण",,
selection sort,चयन छंटाई,,
self contained,"1.स्वपूर्ण, 2.स्वत: पूर्ण",,
Semantics,"1.सीमेंटिकी, 2.अर्थ विज्ञान",,
Semaphore,सीमेफॉर,,
Semiconductor,अर्धचालक,,
semontic web,कल्पायन वेब,,
sequential access method,अनुक्रमिक अभिगम विधि,,
Serial,क्रमिक,,
Serializer,क्रमक,,
Server,"1.परिसेवक, 2.सर्वर",,
server crash,परिसेवक ध्वंस,,
server license,परिसेवक लाइसेंस,,
servo multiplier,सर्वो गुणक,,
Set,समुच्चय,,
set point,निर्दिष्ट बिंदु,,
set up,व्यवस्था,,
Shade,छाया,,
Shading,छायांकन,,
Shadow,प्रतिछाया,,
share file,शेयर संचिका,,
shared access,सहभाजित अभिगम,,
Sharing,सहभाजन,,
Shell,"1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश",,
shift character,विस्थापन संप्रतीक,,
short circuit,लघुपथ,,
short instruction,लघु अनुदेश,,
Sibling,सहोदर,,
side effect,"1.पार्श्व प्रभाव, 2.प्रति-प्रभाव",,
sign bit,चिन्ह बिट,,
Signal,संकेत,,
signal processing,संकेत प्रक्रमण,,
Signalling,संकेतन,,
signal-to-noise ratio,"1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात",,
Signature,"1.हस्ताक्षर, 2. चिन्हक",,
signature testing,चिन्हक परीक्षण,,
significant digit,सार्थक अंक,,
silicon chip,सिलिकॉन चिप,,
Simple Mail Transfer Protocol (SMTP),सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी),,
Simplex,एकधा,,
simplex node,"1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि",,
Simulation,अनुकरण,,
Simulator,अनुकारी,,
Simultaneous,"1.युगपत, 2.समकालिक",,
simultaneous processing,युगपत प्रक्रमण,,
Singleton,एकल,,
site licence,"1.साईट लाइसेंस, 2.स्थल लाइसेंस",,
Size,"1.साइज, 2.आमाप",,
Sizing,आमापन,,
Sketching,"1.रेखांकन, 2.रेखाचित्रण",,
Skip,प्लुति,,
Skipping,"1.प्लुति, 2.प्लुतिकरण",,
Slash,"1.स्लैश, 2.काट",,
slave computer,अधीन कंप्यूटर,,
sliding window protocol,सर्पी विंडो प्रोटोकॉल,,
Slip,"1. चूक, 2. सर्पण",,
Slot,खाँचा,,
small computer system interface (SCSI),स्कैजी (एस सी एस आई),,
smart card,स्मार्ट कार्ड,,
snail mail,धीमी डाक,,
Snapshot,आशुचित्र,,
soft computing,"1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन",,
soft copy,सॉफ्ट प्रति,,
soft font,सुगम फान्ट,,
Software,सॉफ्टवेयर,,
software engineering,सॉफ्टवेयर इंजीनियरी,,
software license,सॉफ्टवेयर लाइसेंस,,
software piracy,सॉफ्टवेयर चोरी,,
Spectrum,स्पेक्ट्रम,,
Spiral,"1.पेंचदार, 2.सर्पिल",,
spread sheet,"1.विस्तृत शीट, 2.स्प्रेडशीट",,
Standard,मानक,,
standard generalized markup language (SGML),मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल),,
Standardization,मानकीकरण,,
standby time,प्रतीक्षा काल,,
star LAN,तारक लैन,,
star topology,तारक संस्थिति,,
start bit,आरंभी बिट,,
Starvation,"1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट",,
static memory',"1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी",,
status channel,स्थिति चैनल,,
step size,"1.सोपान साइज, 2.सोपानी आयाम",,
stop and wait protocol,विराम एवं प्रतीक्षा प्रोटोकॉल,,
stop code,विराम कूट,,
stop key,विराम कुंजी,,
Storability,भंडारणीयता,,
stored program,भंडारित प्रोग्राम,,
string data,श्रृंखला आँकड़आ,,
structured coding,"1.संरचित कूटलेखन, 2.संरचित कोडन",,
structured query language (SQL),संरचित पृच्छा भाषा (एस क्यू एल),,
style sheet,"1. वर्तिका पत्र ,2. शैली पत्र",,
Sub-directory,उपनिदेशिका,,
Subnet,"1.उपजाल, 2.सबनेट",,
Subtree,उपवृक्ष,,
Summarization,"1.संक्षेपण, 2.संक्षेपीकरण",,
super computer,"1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर",,
super computing,"1.सुपर कप्यूटन, 2.सुपर अभिकलन",,
super key,महाकुंजी,,
super user,सर्वोच्च प्रयोक्ता,,
supervised learning,पर्यवेक्षित अधिगम,,
support chip,सहायक चिप,,
Surf,नेट विचरण,,
Surfing,"1.नेट विचरण, 2.सीकरण, 3.सर्फन",,
Swap,गमागम,,
swap in,अंतर्गमागम,,
swap out,बहिर्गमागम,,
Swapping,गमागमन,,
switched network,"1.स्विचित नेटवर्क,2. स्विचित जालक्रम",,
Switching,स्विचन,,
switching theory,स्विचन सिद्धांत,,
symbolic programming,प्रतीकात्मक प्रोग्रामन,,
Synchronization,तुल्यकालन,,
Synchronizer,तुल्यकालक,,
Synchronous,तुल्यकालिक,,
synchronous digital hierarchy (SDH),तुल्यकालिक अंकीय पदानुक्रम (एस डी एच),,
syntax analysis,वाक्य विश्लेषण,,
system analysis,तंत्र विश्लेषण,,
system engineering,तंत्र इंजीनियरी,,
system hacker,"1.तंत्र विच्छेदक, 2.तंत्र हैकर",,
system integrator,तंत्र समेकक,,
system log,तंत्र लॉग,,
system mask,तंत्र आच्छद,,
system network architecture (SNA),तंत्र नेटवर्क संरचना (एस एन ए),,
system programmer,"1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक",,
system restart,"1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन",,
system shutdown,तंत्र समापन,,
system testing,तंत्र परीक्षण,,
system utility,तंत्र उपयोगिता,,
systematic code,"1.व्यवस्थित कोड, 2.व्यवस्थित कूट",,
tab command,टैब समादेश,,
Table,सारणी,,
table look up,सारणी अवलोकन,,
table space,सारणी स्थान,,
Tablet,पटलिका,,
tabular array,"1.सारणीवद्ध, 2.सरणी व्यूह",,
tabulating function,सारणीकरण फलन,,
tagged architecture,"1.चिह्नित वास्तुकला, 2.चिह्नित संरचना",,
tagged image file format (TIFF),चिहनित प्रतिबिंब संचिका फर्मा (टिफ),,
tandam system,अग्रानुक्रम तंत्र,,
tape density,टेप घनत्व,,
tape mask,टेप आवरण,,
tar file,टार संचिका,,
Task,कार्य,,
task bar,कार्यदर्शिका,,
task scheduler,कार्य अनुसूचक,,
TCP/IP (transmission control protocol/internet protocol),संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी),,
teardown operation,कटाव संक्रिया,,
Telecom,दूरसंचार,,
Telecommunication,दूरसंचार,,
