WID,EngWrd,HIN01
7751,over aggregation,अति‍-समुच्चयन
7752,over assessment,अधि‍नि‍र्धारण
7753,over buying,अधि‍क्रय
7754,over call,(से) ज्यादा बोली लगाना
7755,over capacity,अधि‍क्षमता
7756,over capitalization,अति‍पूंजीकरण
7757,over certification,अति‍प्रमाणन
7758,over collateralization,अति‍संपार्श्वि‍कीकरण
7759,over consumption,अत्युपभोग
7760,over development,अधि‍वि‍कास
7761,over estimate,अध्यनुमान
7762,over expansion,अति‍वि‍स्तार
7763,over exploitation,अति‍दोहन
7764,over extended position,ऋण सीमा से अधि‍क स्थि‍ति‍
7765,over investment,अधि‍नि‍वेश
7766,over issue,अति‍नि‍र्गम
7767,over leveraging,अति‍-लीवरेजिंग
7768,over limit,सीमा से अधि‍क
7769,over night call money,एक दि‍वसीय मांग मुद्रा
7770,over paid money,अधि‍दत्त धन
7771,over payment,अधि‍भुगतान
7772,over price,अधि‍क कीमत
7773,over pricing,अधि‍क कीमत लगाना
7774,over production,अधि-उत्पादन
7775,over regulation,अति-वि‍नि‍यमन
7776,over saving,अधि‍बचत
7777,over sold,अधि‍वि‍क्रीत
7778,over sold (short) position,अधि‍वि‍क्रीत स्थि‍ति
7779,over subscribed,अत्यभि‍दत्त
7780,over subscription,अत्यभि‍दान
7781,over taxation,अति-कराधान
7782,over the counter,काउंटर पर
7783,over the counter market,काउंटर पर शेयर क्रय-वि‍क्रय बाजार
7784,over trading,अत्यधि‍क ट्रेडिंग करना
7785,over valuation,अधि‍मूल्यन
7786,over valued currency,अधि‍मूल्यि‍त मुद्रा
7787,overall balance of trade,समग्र व्यापार संतुलन
7788,overall dues,समग्र देय राशि
7789,overall efficiency,समग्र दक्षता
7790,overall limit,समग्र सीमा
7791,overall performance audit,समग्र नि‍ष्पादन लेखा-परीक्षा
7792,overall position,समग्र स्थि‍ति
7793,overbought,"अधि‍क्रीत, अधि‍क खरीदा गया"
7794,overbought position (= long position),अधि‍क्रीत स्थि‍ति
7795,overcharges,अधि‍प्रभार
7796,overdraft limit,ओवरड्राफ्ट  सीमा
7797,overdraw,अध्याहरण
7798,overdrawn a/c.,अध्याहरि‍त/  अधि-आहरि‍त खाता
7799,overdue,अति‍देय
7800,overdue account,अति‍देय खाता
7801,overdue installments,अति‍देय कि‍स्तें
7802,overdue interest reserve,अति‍देय ब्याज आरक्षि‍त नि‍धि
7803,overflow,आधि‍क्य
7804,overhang,प्रलंबि‍त प्रभाव
7805,overhang of liquidity,चलनि‍धि आधि‍क्य
7806,overhead charges,उपरि‍प्रभार
7807,overhead cost,उपरि‍लागत
7808,overheated economy,अति-सक्रि‍य अर्थव्यवस्था
7809,overlapping,अति‍व्यापी
7810,overlapping jurisdiction,अति‍व्यापी अधि‍कार-क्षेत्र
7811,overlapping of authority,प्राधि‍कार का अति‍व्यापन
7812,overloaded economy,अधि‍भारि‍त/ अति‍भारि‍त अर्थव्यवस्था
7813,overloading,अधि‍लदान
7814,overnight deposits,एक दि‍न की जमाराशि‍यां
7815,overnight rate,एक दि‍वसीय ब्याज दर
7816,overriding commission,अभि‍भावी कमीशन
7817,overriding decision,अभि‍भावी नि‍र्णय
7818,overriding effect,अध्यारोही प्रभाव
7819,overriding national objective,सर्वोपरि राष्ट्रीय उद्देश्य
7820,overriding powers,अभि‍भावी शक्ति‍यां
7821,overriding priority,अभि‍भावी प्राथमि‍कता
7822,overrule,वि‍रुद्ध नि‍र्णय देना
7823,overrun of costs,लागतों का अत्यधि‍क बढ़ जाना
7824,overseas allowance,वि‍देश भत्ता
7825,overseas branch,वि‍देश स्थि‍त शाखा
7826,overseas buyer,वि‍देशी खरीदार
7827,overseas correspondent,वि‍देशी/ समुद्रपारीय प्रति‍नि‍धि‍
7828,overseas market,वि‍देशी बाजार
7829,overseas office,वि‍देश में कार्यालय
7830,overseas pay,वि‍देश में वेतन
7831,overseas trading scheme,वि‍देश व्यापार योजना
7832,oversight of payment system,भुगतान प्रणाली की अन्वेक्षा/ नि‍गरानी
7833,overstepping one's powers,अपनी शक्ति‍यों का अति‍क्रमण
7834,overt security features,प्रकट सुरक्षा वि‍शेषताएं
7835,overtime allowance bill,समयोपरि भत्ता बि‍ल
7836,overwriting,उपरि‍लेखन
7837,own consignment sell,स्व-परेषण बि‍क्री
7838,own rates,नि‍जी दरें
7839,own resources,नि‍जी संसाधन
7840,own risk,नि‍जी जोखि‍म
7841,own title,नि‍जी हक/ स्वत्वाधि‍कार
7842,owned capital,स्वाधि‍कृत पूंजी
7843,owned funds,स्वाधि‍कृत नि‍धि‍यां
7844,owner's risk,मालि‍क का जोखि‍म
7845,ownership company,स्वामि‍त्ववाली कंपनी
7846,ownership of deposits,जमाराशि‍यों का स्वामि‍त्व
7847,owning authority,स्वामि‍त्वपूर्ण प्राधि‍कारी
7848,package clearance,एकमुश्त मंजूरी/ अनुमोदन
7849,package credit,पैकेज ऋण
7850,package deal,संपुटि‍त/ एकमुश्त सौदा
7851,package material,पैकिंग सामग्री
7852,package of measures,अनेक उपाय
7853,package of notes,नोटों की गड्डी
7854,package programme,पैकेज कार्यक्रम
7855,package proposal,एकमुश्त प्रस्ताव
7856,packing credit,पैकिंग ऋण
7857,paid,प्रदत्त
7858,paid by transfer,अंतरण भुगतान
7859,paid charges,प्रदत्त प्रभार
7860,paid defective notes,प्रदत्त दोषपूर्ण नोट
7861,paid in (subscription),प्रदत्त (अभि‍दान)
7862,paid in advance,अग्रि‍म रूप से प्रदत्त
7863,paid in cash,नकद प्रदत्त
7864,paid in specie,आस्ति के रूप में अदायगी
7865,paid in surplus,प्रदत्त अधि‍शेष
7866,paid instrument,प्रदत्त लि‍खत
7867,paid services,सशुल्क सेवा
7868,paid without advice,सूचना के बि‍ना प्रदत्त
7869,paid-up capital,चुकता पूंजी
7870,paid-up value of shares,शेयरों का प्रदत्त मूल्य
7871,paper balance,बही शेष
7872,paper currency,कागजी करेंसी/ मुद्रा
7873,paper gold,"स्वर्ण पत्र, स्वर्णाधि‍कार पत्र"
7874,paper loss,कागजी हानि
7875,paper money,कागजी मुद्रा
7876,paper profit,अप्राप्त/ न भुनाया गया लाभ
7877,paper rate,प्रकाशि‍त दर
7878,paper rupee,कागजी रुपया
7879,paper title,कागजी हक
7880,paper transaction,कागजी लेन-देन
7881,paper under consideration,वि‍चाराधीन दस्तावेज/ कागज
7882,par of exchange,वि‍नि‍मय सममूल्यता
7883,par value,सम मूल्य
7884,para banking institutions,पराबैंकिंग संस्थाएं
7885,paradigm shift,आमूलचूल परि‍वर्तन
7886,paradox of value,मूल्य वि‍रोधाभास
7887,parallel loan,समांतर ऋण
7888,parallel rate of exchange,समांतर वि‍नि‍मय दर
7889,parent bank,मूल बैंक
7890,parent bill,मूल बि‍ल
7891,parent company,मूल कंपनी
7892,pari passu charge,समगति ‍/ सममात्रा प्रभार
7893,parity price,समता कीमत
7894,parity rate,समता दर
7895,parity ratio,समता अनुपात
7896,parsimony,मि‍तव्ययि‍ता
7897,part clearing,आंशि‍क समाशोधन
7898,part consignment,आंशि‍क परेषण
7899,part delivery,आंशि‍क सुपुर्दगी
7900,part payment,आंशि‍क भुगतान
7901,partial acceptance,आंशि‍क स्वीकृति/ सकार
7902,partial allotment,आंशि‍क आबंटन
7903,partial delivery,आंशि‍क सुपुर्दगी
7904,partial endorsement,आंशि‍क बेचान/ पृष्ठांकन
7905,partial equilibrium,आंशि‍क संतुलन
7906,partial grant,आंशि‍क अनुदान
7907,partial loss,आंशि‍क हानि
7908,partial payment,आंशि‍क भुगतान
7909,participating preference shares,सहभागी अधि‍मान शेयर
7910,participation bond (= profit sharing bond),सहभागि‍ता बॉण्ड  (= लाभ सहभागी बॉण्ड)
7911,participation loan,सहभागि‍ता ऋण
7912,particular lien,वि‍शि‍ष्ट धारणाधि‍कार/ पुनर्ग्रहणाधि‍कार
7913,partner,भागीदार
7914,partnership at will,इच्छाधीन भागीदारी
7915,partnership concern,भागीदारी प्रति‍ष्ठान
7916,partnership deed,भागीदारी वि‍लेख
7917,partnership stock,भागीदारी/ अंशदत्त स्टॉक
7918,part-time,अंशकालि‍क
7919,party,पार्टी
7920,pass through,प्रभाव अंतरण
7921,pass through of prices,कीमतों के प्रभाव का अंतरण
7922,passable coin,खरा सि‍क्का
7923,passage rebate,वि‍देश यात्रा व्यय रि‍बेट
7924,passbook,पासबुक
7925,passing official,पारि‍त करनेवाला अधि‍कारी
7926,passive balance of payment,नि‍ष्क्रि‍य भुगतान शेष
7927,passive bond portfolio management,बॉण्ड संवि‍भाग का नि‍ष्क्रि‍य प्रबंधन
7928,passive debt,ब्याजहीन कर्ज
7929,passive deposit(= primary deposit),प्राथमि‍क जमा
7930,passive investing,नि‍ष्क्रि‍य नि‍वेश
7931,passive shareholder,नि‍ष्क्रि‍य शेयरधारक
7932,passive trade balance,प्रति‍कूल व्यापार शेष
7933,patent coin / note boxes,पेटेंट सि‍क्का/ नोट पेटि‍यां
7934,path-breaking budget,अभि‍नव बजट
7935,pattern of ownership,स्वामि‍त्व का स्वरूप
7936,paucity of finance,वि‍त्त की कमी
7937,paucity of supplies,आपूर्ति का अभाव
7938,pauper,कंगाल
7939,pawn,गि‍रवी
7940,pawn broker,गि‍रवीकर्ता
7941,pawnee,गि‍रवीदार
7942,pawnor,गि‍रवीकर्ता
7943,pay,वेतन
7944,pay and allowances,वेतन और भत्ते
7945,pay and passage,वेतन और मार्ग-व्यय
7946,pay back period,नि‍वेश वापसी अवधि
7947,pay bill,वेतन बि‍ल
7948,pay in slip book,जमा पर्ची पुस्ति‍का
7949,pay off,चुकता करना
7950,pay off period,पूर्ण चुकौती अवधि
7951,pay on demand,मांग पर अदा करें
7952,pay order,भुगतान आदेश
7953,pay self,मुझे अदा करें
7954,pay slip,भुगतान पर्ची
7955,pay to or bearer,..... को या धारक को अदा करें
7956,pay to or order,... को या उनके आदेश पर अदा करें
7957,pay yourself,स्वयं को अदा करें
7958,payable,देय
7959,payable at sight,दि‍खाने पर देय
7960,payable bank draft,देय बैंक ड्रफ्ट
7961,payable on delivery,सुपुर्दगी पर देय
7962,payable on demand,मांग पर देय
7963,payable to bearer,वाहक को देय
7964,payable to order,आदेश पर देय
7965,payable to self,स्वयं को देय
7966,payable value,देय मूल्य
7967,payee,आदाता (पानेवाला)
7968,payer,भुगतानकर्ता
7969,pay-in day & pay-out day,भुगतान प्राप्ति दि‍न एवं भुगतान अदायगी दि‍न
7970,paying banker,भुगतानकर्ता बैंक/ बैंकर
7971,paying capacity,भुगतान क्षमता
7972,paying in slip,जमा पर्ची
7973,payment,भुगतान
7974,payment counter,भुगतान काउंटर
7975,payment countermanded,भुगतान रोका गया
7977,payment deficit,भुगतान घाटा
7978,payment for honour,मानार्थ भुगतान
7979,payment gateway service,पेमेंट गेटवे सेवा
7980,payment in due course,यथावि‍धि भुगतान
7981,payment in kind,वस्तु के रूप में भुगतान
7982,payment of throw forward arrears,पि‍छले बकायों का भुगतान
7983,payment on account,पूर्वावधि/ आंशि‍क भुगतान
7984,payment order account,भुगतान आदेश खाता
7985,payment schedule,भुगतान अनुसूची
7986,payment shock,भुगतान में आकस्मि‍क बढ़ोतरी
7987,payment stopped,भुगतान रोक दि‍या
7988,payment terms,भुगतान की शर्तें
7989,payment voucher,भुगतान वाउचर
7990,payout,अदायगी / भुगतान
7991,payout ratio,भुगतान अनुपात
7992,pay-scale,वेतनमान
7993,peak demand,अधि‍कतम मांग
7994,peak level,चरम स्तर
7995,peak period of,उत्पादन का व्यस्ततम
7996,production,समय / अवधि
7997,peak season demand,व्यस्ततम समय की मांग
7998,peak to peak production,एक रि‍कार्ड स्तर से दूसरे रि‍कार्ड स्तर तक उत्पादन
7999,peasant economy,खेति‍हर अर्थव्यवस्था
8000,peasant farming,खेति‍हर कृषि
8001,peasant proprietor,कृषक स्वामी
8002,peasant proprietorship,कृषक स्वामि‍त्व
8003,pecuniary,आर्थि‍क / धन-संबंधी
8004,pecuniary benefit / loss,आर्थि‍क लाभ / हानि
8005,pecuniary interest,आर्थि‍क हि‍त
8006,pecuniary liability,धन / आर्थि‍क देयता
8007,pecuniary penalty,आर्थि‍क दंड
8008,peer banks,समकक्ष बैंक
8009,peer company,समकक्ष/ समान कंपनी
8010,peer-to-peer lending,समकक्षीय उधार
8011,peg,स्थि‍र करना
8012,pegged exchange rate,अधि‍कीलि‍त वि‍नि‍मि‍य दर
8013,pegged prices,अधि‍कीलि‍त / नि‍यंत्रि‍त कीमतें
8014,pegging,कीमत स्थि‍र करना
8015,penal action,दंडात्मक कार्रवाई
8016,penal code,दंड संहि‍ता
8017,penal interest,दंडस्वरू प ब्याज
8018,penal law,दंड वि‍धि
8019,penal provision,दंड संबंधी उपबंध
8020,penal sum,दंड राशि
8021,penalty,दंड
8022,pending,अनि‍र्णीत / लंबि‍त
8023,pending freight,अनि‍र्णीत भाड़ा
8024,pending realization,वसूली होने तक
8025,pending reference,अनि‍र्णीत संदर्भ
8026,penetration of cards,कार्डों का व्यापन
8027,pension,पेंशन
8028,pensionable service,पेंशनयोग्य सेवा
8029,pensioner,पेंशनभोगी
8030,pensioner benefits,पेंशन लाभ
8031,penuriousness,अभावग्रस्तता
8032,per annum,वार्षि‍क
8033,per bearer,वाहक / पत्रवाहक द्वारा
8034,per capita income,प्रति व्यक्ति आय
8035,per capita land area,प्रति व्यक्ति भूक्षेत्र
8036,per capita penetration of credit cards,क्रेडि‍ट कार्डों का प्रति व्यक्ति व्यापन
8037,per day,प्रति‍दि‍न
8038,per diem scales,दैनि‍क मान
8039,per head,प्रति व्यक्ति
8040,per mensem,"प्रति मास, मासि‍क"
8041,"percent, percentage",प्रति‍शत
8042,percentage of overdues to demand,मांग राशि में अति‍देय राशि का प्रति‍शत
8043,percentage points,प्रति‍शत अंक
8044,peremptory order,अनि‍वार्य आदेश
8045,perennial industry,बारहमासी उद्योग
8046,perfect competition,पूर्ण प्रति‍योगि‍ता
8047,perfect market,पूर्ण बाजार
8048,perfect monopoly,पूर्ण एकाधि‍कार
8049,perfect right,पूर्ण अधि‍कार
8050,perfecting the sight,दर्शनी हुंडी पूर्ण करना
8051,perforated,छि‍द्रि‍त
8052,performance,पालन
8053,performance bond,नि‍ष्पादन बॉण्ड
8054,performance budget,नि‍ष्पादन बजट
8055,performance guarantee,नि‍ष्पादन गारंटी
8056,performance linked incentive,कार्य-नि‍ष्पादन संबद्ध प्रोत्साहन
8057,performance rating,कार्य-नि‍ष्पादन मूल्यांकन
8058,performance report,कार्य-नि‍ष्पादन रि‍पोर्ट
8059,period bill,मीयादी बि‍ल
8060,period of currency,चलन अवधि
8061,period of disablement,अशक्तता अवधि
8062,period of grace,अनुग्रह अवधि
8063,period of service,सेवाकाल
8064,periodic balance method,आवधि‍क तुलन पद्धति
8065,periodic variations,आवधि‍क घट-बढ़
8066,periodical audit,आवधि‍क लेखा-परीक्षा
8067,periodical checking,आवधि‍क जांच
8068,periodical report,आवधि‍क रि‍पोर्ट
8069,periodical returns,आवधि‍क वि‍वरणि‍यां
8070,periodical settlement,आवधि‍क बंदोबस्त / समझौता / नि‍पटान
8071,periodical surprise verification,आवधि‍क आकस्मि‍क सत्यापन
8072,periodical valuation,आवधि‍क मूल्यांकन
8073,periodicity,आवधि‍कता
8074,peripherals,सहायक उपकरण
8075,perishable goods,खराब होनेवाला माल
8076,permanent advance,स्थायी अग्रि‍म
8077,permanent fund,स्थायी नि‍धि
8078,permanent investment,स्थायी नि‍वेश
8079,permanent lessee,स्थायी पट्टेदार
8080,permanent service,स्थायी सेवा
8081,permanent settlement,स्थायी बंदोबस्त / समझौता
8082,permissible level / limit,अनुमत स्तर / सीमा
8083,permit,परमि‍ट
8084,perpendicular fall in values,मूल्यों में तीव्र गि‍रावट
8085,perpetual,शाश्वत
8086,perpetual bond,स्थायी / बेमीयादी बॉण्ड
8087,perpetual debentures,स्थायी /बेमीयादी डि‍बेंचर
8088,perpetual insurance,स्थायी / बेमीयादी बीमा
8089,perpetual inventory method,नि‍रंतर मालसूची पद्धति
8090,perpetual succession,शाश्वत उत्तराधि‍कार
8091,perpetuity,शाश्वतता
8092,perquisites,परि‍लब्धि‍यां
8093,persistent inflation,सतत मुद्रास्फीति
8094,persistent loss,सतत/ नि‍रंतर हानि
8095,personal account,वैयक्ति‍क खाता
8096,personal bond,मुचलका
8097,personal credit,व्यक्ति‍गत साख
8098,personal effects,वैयक्ति‍क सामान / मालमत्ता
8099,personal estate,वैयक्ति‍क संपदा
8100,personal guarantee,वैयक्ति‍क गारंटी
8101,personal identification number (pin),वैयक्ति‍क पहचान संख्या (पि‍न)
8102,personal law,स्वीय वि‍धि
8103,personal loan,वैयक्ति‍क ऋण / उधार
8104,personal risk,वैयक्ति‍क जोखि‍म
8105,personal security,वैयक्ति‍क सुरक्षा
8106,personal surety,वैयक्ति‍क जमानत
8107,personal tax,वैयक्ति‍क कर
8108,personal wealth,नि‍जी धन / धन-संपदा
8109,personnel,कार्मि‍क
8110,personnel management,कार्मि‍क प्रबंध / प्रबंधन
8111,persons of Indian origin,भारतीय मूल के व्यक्ति
8112,perspective,परि‍प्रेक्ष्य
8113,petite agriculture,बहुत छोटे पैमाने की खेती
8114,petty cash,फुटकर नकदी / राशि
8115,phantom profit,अवास्तवि‍क लाभ
8116,phased repayment,चरणबद्ध चुकौती
8117,phenomenal rise,अभूतपूर्व वृद्धि
8118,phishing,फि‍शिंग
8119,physical assets,भौति‍क आस्ति‍यां / परि‍संपत्ति‍यां
8120,physical checking,प्रत्यक्ष जांच
8121,physical custody of a security,प्रति‍भूति की प्रत्यक्ष अभि‍रक्षा
8122,physical exchange,वास्तवि‍क वि‍नि‍मय
8123,physical gold,भौति‍क स्वर्ण
8124,physical stock,वास्तवि‍क स्टॉक
8125,physical targets,वास्तवि‍क लक्ष्य
8126,physical verification,प्रत्यक्ष सत्यापन
8127,piece rate,मात्रानुपाती दर
8128,piece wage,कार्यानुसार मजदूरी
8129,piecemeal clearance,खंडश: नि‍कासी
8130,piecemeal collection of data,खंडों में आंकड़े एकत्र करना
8131,pieces,नोटों की संख्या
8132,piggery,सुअर पालन
8133,pigmy deposits,छोटी-छोटी जमाराशि‍यां
8134,pilot consignment,प्रमुख परेषण
8135,pilot project,प्रायोगि‍क परि‍योजना
8136,pilot survey,प्रायोगि‍क सर्वेक्षण
8137,pilotage fees,मार्गदर्शन फीस
8138,pin-money,जेबखर्च
8139,pipeline (=in the pipe line),उत्पादन के अधीन
8140,pipeline transactions,प्रक्रि‍याधीन लेन-देन
8141,pisciculture,मत्स्य-पालन
8142,pitfall income,अप्रत्याशि‍त आय
8143,pivotal rate,प्रमुख दर
8144,pivotal shares,महत्वपूर्ण शेयर
8145,place of business,कारोबार स्थल
8146,place of delivery(of produce),(उत्पाद की) सुपुर्दगी का स्थान
8147,place of destination,गंतव्य स्थान
8148,place of domicile,अधि‍वास स्थान
8149,place utility,स्थानमूलक उपयोगि‍ता
8150,placement,स्थान नि‍योजन
8151,plain bond,सादा बॉण्ड
8152,plain figure,संपूर्ण आंकड़े
8153,plain vanilla,बि‍ल्कुल सादा
8154,plan appraisal,योजना मूल्यांकन
8155,plan expenditure,योजनागत व्यय
8156,plan outlay,योजनागत परि‍व्यय
8157,planned economy,योजनाबद्ध अर्थव्यवस्था
8158,plant and machinery account,संयंत्र और मशीनरी खाता
8159,plant load factor,संयंत्र भार क्षमता
8160,plant protection,संयंत्र संरक्षण
8161,plastic money,प्लास्टि‍क मुद्रा (क्रेडि‍ट कार्ड आदि)
8162,plasticulture,प्लास्टि‍क उद्योग
8163,pledge,गि‍रवी
8164,pledgee,गि‍रवीदार
8165,pledger,गि‍रवीकर्ता
8166,ploughing back of funds,नि‍धि‍यों का पुनर्नि‍वेश / पुन:प्रयोग
8167,ploughing back of profits,लाभ पुनर्नि‍वेश
8168,plus and minus entries,धनात्मक और ऋणात्मक प्रवि‍ष्टि‍यां
8169,point of origin,उद्गम स्थान
8170,point of purchase,क्रय स्थान
8171,point of sale,बि‍क्री केंद्र
8172,point rating scale,अंकानुसार नि‍र्धारण मान
8173,point-to-point adjustment,बिंदुवार/ ब्योरेवार समायोजन
8174,policy,नीति
8175,policy broker,बीमा दलाल
8176,policy decision,नीति‍गत नि‍र्णय
8177,policy environment,नीति‍गत परि‍वेश
8178,policy guidelines,नीति‍गत दि‍शानि‍र्देश
8179,policy holder,पॉलि‍सी-धारक
8180,policy loan ledger,पॉलि‍सी उधार खाता-बही
8181,policy of insurance,बीमा पॉलि‍सी
8182,policy paralysis,नीति‍गत पंगुता
8183,policy of survivor,उत्तरजीवी पॉलि‍सी
8184,policy statement,नीति‍गत वक्तव्य
8185,poll tax,व्यक्ति कर
8186,ponzi finance culture,दुर्बलतम वि‍त्त संस्कृति
8187,pool area marketing,मुख्य वि‍पणन क्षेत्र
8188,pool base lending,समूह आधार पर ऋण देना
8189,pool fertilizers,केंद्रीय भंडार में संगृहीत उर्वरक
8190,pool fund,समूहि‍त नि‍धि
8191,pool staff,पूल कर्मचारी / स्टाफ
8192,popularistic schemes,लोक लुभावनी योजनाएं
8193,poor offtake,कम उठाव
8194,port clearance,पत्तन नि‍कासी
8195,port of adjudication,अधि‍नि‍र्णय पत्तन
8196,port of destination,गंतव्य पत्तन
8197,port of discharge,उतराई पत्तन
8198,port of embarkation,पोतारोहण पत्तन
8199,port shipment,पत्तन पोत-लदान
8200,port trust,पत्तन न्यास
8201,portability,सुवाह्यता
8202,"portability, bank account number",बैंक खाता संख्या सुवाह्यता
8203,portfolio,संवि‍भाग
8204,portfolio advance,अग्रि‍म नि‍वेश-सूची अग्रि‍म संवि‍भाग
8205,portfolio analysis,नि‍वेश-सूची वि‍श्लेषण
8206,portfolio behavior,नि‍वेश-सूची प्रवृत्ति/ रुझान
8207,portfolio investment,संवि‍भाग नि‍वेश
8208,portfolio management,(नि‍वेश) संवि‍भाग का प्रबंधन
8209,positive cash flows,सकारात्मक नकदी प्रवाह
8210,positive externalities,नि‍कटस्थ क्षेत्रों पर सकारात्मक प्रभाव
8211,positive feedback loops,सकारात्मक प्रति‍पुष्टि पाश
8212,positive growth rate/signal,सकारात्मक संवृद्धि दर/ संकेत
8213,positive supply shock,अति-आपूर्ति आघात
8214,possession,कब्जा
8215,possession lien,कब्जा धारणाधि‍कार
8216,possessory title,कब्जा हक
8217,post,पद
8218,post audit,लेखा-परीक्षा के बाद
8219,post bill,पश्च अदायगी बि‍ल
8220,post copy,डाक प्रति‍लि‍पि
8221,post crash high,शेयरों की गि‍रावट के बाद उनका उच्चतम भाव
8222,post credit,ऋणोत्तर
8223,post dated cheque,उत्तर दि‍नांकि‍त चेक
8224,post disbursement,संवि‍तरण पश्चात
8225,post facto sanction,कार्योत्तर मंजूरी
8226,post harvest technology,फसल काटने के बाद की/ फसलोत्तर प्रौद्योगि‍की
8227,post in account,खाते में प्रवि‍ष्टि करना
8228,post obit bond,मरणोत्तर देय बॉण्ड
8229,post shipment credit,पोत-लदानोत्तर ऋण
8230,postage account,डाक-व्यय खाता
8231,postage stamp  (=postal stamp),डाक टि‍कट
8232,posting,पदस्थापन लेखा
8233,postpone,स्थगि‍त/ मुल्तवी  करना/ होना/ रखना
8234,postponement,स्थगन
8235,postshipment finance,पोत-लदानोत्तर वि‍त्त
8236,potential buyer,संभाव्य क्रेता
8237,potential centres,संभाव्य केंद्र
8238,potential competition,संभाव्य प्रति‍योगि‍ता/ स्पर्धा
8239,potential demand,संभाव्य मांग
8240,potential entrepreneurs,संभाव्य उद्यमी
8241,potential industries,संभाव्य / संभावनाशील उद्योग
8242,potential production,संभाव्य उत्पादन
8243,potential utilization,संभाव्य उपयोग
8244,potential viable units,संभाव्य अर्थक्षम यूनि‍टें/ इकाइयां
8245,poultry farming,मुर्गी पालन
8246,poverty alleviation,गरीबी कम करना
8247,poverty line,गरीबी रेखा
8248,power driven,पॉवर-चालि‍त
8249,power of appropriation,वि‍नि‍योजन की शक्ति
8250,power of attorney,मुख्तारनामा
8251,power of reappropriation,पुनर्वि‍नि‍योजन की शक्ति
8252,power of sanction,मंजूरी की शक्ति
8253,"power research, ministry of power",वि‍द्युत अनुसंधान
8254,preamble,उद्देशि‍का / आमुख / प्रस्तावना
8255,pre-audit,लेखापरीक्षा-पूर्व
8256,pre-bid approval,बोली-पूर्व अनुमोदन
8257,precast,पूर्व नि‍र्मि‍त
8258,precautionary attachment,एहति‍याती कुर्की
8259,precautionary measures,एहति‍याती उपाय
8260,preceding financial year,पूर्ववर्ती वि‍त्तीय  वर्ष
8261,precept,आज्ञा-पत्र
8262,"precepts, legal",वि‍धि‍क नि‍यम
8263,precipitating capital flight,शीघ्र पूंजी पलायन
8264,precise data,सटीक/ यथार्थ आंकड़े
8265,precision,सटीकता
8266,precondition,पूर्व शर्त
8267,predetermined cost,पूर्वनि‍र्धारि‍त लागत
8268,predetermined variable(s),पूर्वनि‍र्धारि‍त परि‍वर्ती/ चर
8269,predominantly owned,अधि‍स्वामि‍त्व वाली
8270,pre-emption,अग्रक्रयाधि‍कार
8271,pre-emption rights,पूर्वक्रय/ अग्रता अधि‍कार
8272,pre-emptive action,पहले से अधि‍कृत कार्य
8273,pre-emptive deposits,अग्रक्रय जमा
8274,pre-emptive purchases,अग्रक्रय खरीद
8275,pre-emptive right,अग्रक्रयाधि‍कार
8276,pre-existing debt,पहले से चल रहा कर्ज
8277,preface,प्रस्तावना
8278,preference dividend,अधि‍मानी लाभांश
8279,preference share,अधि‍मानी शेयर
8280,preferential allotment,अधि‍मानी आबंटन
8281,preferential creditors,अधि‍मानी लेनदार
8282,preferential payment,अधि‍मानी भुगतान
8283,preferential rate of interest,अधि‍मानी ब्याज दर
8284,preferential tariff,अधि‍मानी प्रशुल्क / टैरि‍फ
8285,preferential trade agreement,अधि‍मान्य व्यापार करार
8286,preliminary enquiry,प्रारंभि‍क जांच
8287,preliminary estimate,प्रारंभि‍क अनुमान
8288,premature cessation,समय-पूर्व समाप्ति
8289,premature encashment,समय-पूर्व नकदीकरण
8290,premature payment,समय-पूर्व भुगतान
8291,premature withdrawal,समय-पूर्व आहरण
8292,premium,कि‍स्त
8293,premium for risk,जोखि‍म हेतु प्रीमि‍यम
8294,premium income,प्रीमि‍यम आय
8295,premium on debenture,डि‍बेंचर पर प्रीमि‍यम
8296,premium on share,शेयर पर प्रीमि‍यम
8297,premium pay,अधि‍वेतन
8298,premium paying period,प्रीमि‍यम अदा करने की अवधि
8299,premium wage system,इनामी मजदूरी प्रणाली
8300,pre-operative expenses,कार्य-पूर्व खर्च
8301,prepaid deposits,पूर्वदत्त जमा
8302,prepaid expenses,पूर्वदत्त व्यय
8303,prepaid freight bill,पूर्वदत्त भाड़ा बि‍ल
8304,prepaid voucher,पूर्वदत्त वाउचर
8305,pre-pay freight bill,पूर्वदेय भाड़ा बि‍ल
8306,prepayment,पूर्व भुगतान
8307,pre-payment fee,पूर्व भुगतान शुल्क
8308,prepayment penalty,पूर्व भुगतान दंड
8309,pre-preferential creditor,पूर्वाधि‍मानी लेनदार
8310,pre-receipted bill,रसीद-सहि‍त बि‍ल
8311,prerogative,परमाधि‍कार
8312,prescribed date,नि‍र्धारि‍त तारीख
8313,prescribed form,नि‍र्धारि‍त फॉर्म / प्ररूप
8314,prescribed period,नि‍र्धारि‍त अवधि
8315,prescribed procedure,नि‍र्धारि‍त प्रक्रि‍या / कार्यवि‍धि
8316,prescribed rate of exchange,वि‍नि‍मय की नि‍र्धारि‍त दर
8317,prescriptive economics,आदर्शनि‍ष्ठ अर्थशास्त्र
8318,presentment for acceptance,स्वीकृति हेतु प्रस्तुति
8319,presentment for payment,भुगतान हेतु प्रस्तुति / प्रस्तुतीकरण
8320,presentment of bill,बि‍ल का प्रस्तुतीकरण
